% Column 0: Length, cm
% Column 1: |B.n|, Tesla
% Column 2: Re[B.n], Tesla
% Column 3: Im[B.n], Tesla
0.00000000e+000	9.44531029e-010	-9.44475764e-010	-1.02174389e-011	
1.00178891e-001	1.48217089e-008	-1.48208817e-008	-1.56585631e-010	
2.00357782e-001	2.91783474e-008	-2.91767344e-008	-3.06797043e-010	
3.00536673e-001	4.40752145e-008	-4.40727428e-008	-4.66770819e-010	
4.00715564e-001	6.02701152e-008	-6.02667564e-008	-6.36286223e-010	
5.00894454e-001	7.58569711e-008	-7.58527848e-008	-7.96932401e-010	
6.01073345e-001	9.16686905e-008	-9.16636883e-008	-9.57636742e-010	
7.01252236e-001	1.07261515e-007	-1.07255754e-007	-1.11167534e-009	
8.01431127e-001	1.22813363e-007	-1.22806854e-007	-1.26445084e-009	
9.01610018e-001	1.37883864e-007	-1.37876733e-007	-1.40238910e-009	
1.00178891e+000	1.52954368e-007	-1.52946611e-007	-1.54032736e-009	
1.10196780e+000	1.68384156e-007	-1.68375823e-007	-1.67507913e-009	
1.20214669e+000	1.84940641e-007	-1.84931851e-007	-1.80315813e-009	
1.30232558e+000	2.03163945e-007	-2.03154809e-007	-1.92665164e-009	
1.40250447e+000	2.21014907e-007	-2.21005362e-007	-2.05402105e-009	
1.50268336e+000	2.38865876e-007	-2.38855916e-007	-2.18139045e-009	
1.60286225e+000	2.57613142e-007	-2.57602900e-007	-2.29713441e-009	
1.70304114e+000	2.78405157e-007	-2.78394930e-007	-2.38635703e-009	
1.80322004e+000	2.99197201e-007	-2.99186959e-007	-2.47557965e-009	
1.90339893e+000	3.18190594e-007	-3.18179985e-007	-2.59830603e-009	
2.00357782e+000	3.39238067e-007	-3.39227401e-007	-2.69010925e-009	
2.10375671e+000	3.62180507e-007	-3.62170043e-007	-2.75316867e-009	
2.20393560e+000	3.84961631e-007	-3.84951330e-007	-2.81620693e-009	
2.30411449e+000	4.06119466e-007	-4.06109261e-007	-2.87903234e-009	
2.40429338e+000	4.28029367e-007	-4.28019318e-007	-2.93291615e-009	
2.50447227e+000	4.54931011e-007	-4.54921507e-007	-2.94062080e-009	
2.60465116e+000	4.82472603e-007	-4.82463358e-007	-2.98682341e-009	
2.70483005e+000	5.10014228e-007	-5.10005209e-007	-3.03302602e-009	
2.80500894e+000	5.37555879e-007	-5.37547060e-007	-3.07922862e-009	
2.90518784e+000	5.65121274e-007	-5.65113055e-007	-3.04793604e-009	
