% Column 0: Length, cm
% Column 1: |B.n|, Tesla
% Column 2: Re[B.n], Tesla
% Column 3: Im[B.n], Tesla
0.00000000e+000	5.53790182e-016	5.53630540e-016	-1.32962624e-017	
1.00178891e-001	2.64609387e-015	2.64533075e-015	-6.35450742e-017	
2.00357782e-001	7.19574347e-015	7.19366677e-015	-1.72865305e-016	
3.00536673e-001	1.02922338e-014	1.02892626e-014	-2.47289145e-016	
4.00715564e-001	1.02922338e-014	1.02892626e-014	-2.47289145e-016	
5.00894454e-001	1.56905880e-014	1.56860463e-014	-3.77497504e-016	
6.01073345e-001	1.56905880e-014	1.56860463e-014	-3.77497504e-016	
7.01252236e-001	2.39456866e-014	2.39387019e-014	-5.78326382e-016	
8.01431127e-001	2.39456866e-014	2.39387019e-014	-5.78326382e-016	
9.01610018e-001	3.25187261e-014	3.25091098e-014	-7.90776634e-016	
1.00178891e+000	3.25187261e-014	3.25091098e-014	-7.90776634e-016	
1.10196780e+000	3.25187261e-014	3.25091098e-014	-7.90776634e-016	
1.20214669e+000	3.25187261e-014	3.25091098e-014	-7.90776634e-016	
1.30232558e+000	3.25187261e-014	3.25091098e-014	-7.90776634e-016	
1.40250447e+000	5.38537949e-014	5.38374972e-014	-1.32480822e-015	
1.50268336e+000	5.38537949e-014	5.38374972e-014	-1.32480822e-015	
1.60286225e+000	5.38537949e-014	5.38374972e-014	-1.32480822e-015	
1.70304114e+000	5.38537949e-014	5.38374972e-014	-1.32480822e-015	
1.80322004e+000	5.47336244e-014	5.47164490e-014	-1.37107449e-015	
1.90339893e+000	5.47336244e-014	5.47164490e-014	-1.37107449e-015	
2.00357782e+000	5.47336244e-014	5.47164490e-014	-1.37107449e-015	
2.10375671e+000	5.47336244e-014	5.47164490e-014	-1.37107449e-015	
2.20393560e+000	5.47336244e-014	5.47164490e-014	-1.37107449e-015	
2.30411449e+000	5.47336244e-014	5.47164490e-014	-1.37107449e-015	
2.40429338e+000	5.47336244e-014	5.47164490e-014	-1.37107449e-015	
2.50447227e+000	5.47336244e-014	5.47164490e-014	-1.37107449e-015	
2.60465116e+000	5.47336244e-014	5.47164490e-014	-1.37107449e-015	
2.70483005e+000	9.98329816e-014	9.97996137e-014	-2.58095389e-015	
2.80500894e+000	9.98329816e-014	9.97996137e-014	-2.58095389e-015	
2.90518784e+000	9.98329816e-014	9.97996137e-014	-2.58095389e-015	
3.00536673e+000	9.98329816e-014	9.97996137e-014	-2.58095389e-015	
3.10554562e+000	1.01061621e-013	1.01025273e-013	-2.71022702e-015	
3.20572451e+000	1.01061621e-013	1.01025273e-013	-2.71022702e-015	
3.30590340e+000	1.01061621e-013	1.01025273e-013	-2.71022702e-015	
3.40608229e+000	1.01061621e-013	1.01025273e-013	-2.71022702e-015	
3.50626118e+000	1.01061621e-013	1.01025273e-013	-2.71022702e-015	
3.60644007e+000	1.38308044e-013	1.38255632e-013	-3.80725097e-015	
3.70661896e+000	1.38308044e-013	1.38255632e-013	-3.80725097e-015	
3.80679785e+000	1.38308044e-013	1.38255632e-013	-3.80725097e-015	
3.90697674e+000	1.38308044e-013	1.38255632e-013	-3.80725097e-015	
4.00715564e+000	1.21466991e-013	1.21418331e-013	-3.43786856e-015	
4.10733453e+000	1.21466991e-013	1.21418331e-013	-3.43786856e-015	
4.20751342e+000	1.21466991e-013	1.21418331e-013	-3.43786856e-015	
4.30769231e+000	1.21466991e-013	1.21418331e-013	-3.43786856e-015	
4.40787120e+000	1.40725058e-013	1.40661063e-013	-4.24348231e-015	
4.50805009e+000	1.40725058e-013	1.40661063e-013	-4.24348231e-015	
4.60822898e+000	1.40725058e-013	1.40661063e-013	-4.24348231e-015	
4.70840787e+000	1.40725058e-013	1.40661063e-013	-4.24348231e-015	
4.80858676e+000	1.40725058e-013	1.40661063e-013	-4.24348231e-015	
4.90876565e+000	1.40725058e-013	1.40661063e-013	-4.24348231e-015	
5.00894454e+000	1.40725058e-013	1.40661063e-013	-4.24348231e-015	
5.10912343e+000	1.40725058e-013	1.40661063e-013	-4.24348231e-015	
5.20930233e+000	1.40725058e-013	1.40661063e-013	-4.24348231e-015	
5.30948122e+000	1.78907917e-013	1.78813774e-013	-5.80316878e-015	
5.40966011e+000	1.78907917e-013	1.78813774e-013	-5.80316878e-015	
5.50983900e+000	1.78907917e-013	1.78813774e-013	-5.80316878e-015	
5.61001789e+000	1.78907917e-013	1.78813774e-013	-5.80316878e-015	
5.71019678e+000	1.87046802e-013	1.86932643e-013	-6.53401424e-015	
5.81037567e+000	1.87046802e-013	1.86932643e-013	-6.53401424e-015	
5.91055456e+000	1.87046802e-013	1.86932643e-013	-6.53401424e-015	
6.01073345e+000	1.87046802e-013	1.86932643e-013	-6.53401424e-015	
