% Column 0: Length, cm
% Column 1: |B.t|, Tesla
% Column 2: Re[B.t], Tesla
% Column 3: Im[B.t], Tesla
0.00000000e+000	4.18536697e-006	-4.18496963e-006	5.76704059e-008	
1.00178891e-001	4.18619270e-006	-4.18579549e-006	5.76665121e-008	
2.00357782e-001	4.18648007e-006	-4.18608279e-006	5.76733684e-008	
3.00536673e-001	4.18445853e-006	-4.18406065e-006	5.77030461e-008	
4.00715564e-001	4.18362657e-006	-4.18322825e-006	5.77294365e-008	
5.00894454e-001	4.18304386e-006	-4.18264506e-006	5.77599883e-008	
6.01073345e-001	4.18104352e-006	-4.18064380e-006	5.78124987e-008	
7.01252236e-001	4.17800164e-006	-4.17760071e-006	5.78795920e-008	
8.01431127e-001	4.17474311e-006	-4.17434088e-006	5.79503698e-008	
9.01610018e-001	4.16893940e-006	-4.16853502e-006	5.80644279e-008	
1.00178891e+000	4.16313570e-006	-4.16272917e-006	5.81784860e-008	
1.10196780e+000	4.15767632e-006	-4.15726780e-006	5.82822380e-008	
1.20214669e+000	4.15222648e-006	-4.15181605e-006	5.83795197e-008	
1.30232558e+000	4.14664851e-006	-4.14623589e-006	5.84961566e-008	
1.40250447e+000	4.14248633e-006	-4.14207165e-006	5.86126106e-008	
1.50268336e+000	4.13832416e-006	-4.13790741e-006	5.87290645e-008	
1.60286225e+000	4.13304178e-006	-4.13262271e-006	5.88547784e-008	
1.70304114e+000	4.12520385e-006	-4.12478189e-006	5.90016172e-008	
1.80322004e+000	4.11736594e-006	-4.11694107e-006	5.91484561e-008	
1.90339893e+000	4.11107217e-006	-4.11064459e-006	5.92913266e-008	
2.00357782e+000	4.10328124e-006	-4.10285026e-006	5.94700727e-008	
2.10375671e+000	4.09410131e-006	-4.09366630e-006	5.96809901e-008	
2.20393560e+000	4.08490465e-006	-4.08446560e-006	5.98894648e-008	
2.30411449e+000	4.07553932e-006	-4.07509655e-006	6.00733633e-008	
2.40429338e+000	4.06495825e-006	-4.06451159e-006	6.02584327e-008	
2.50447227e+000	4.04757091e-006	-4.04711935e-006	6.04589334e-008	
2.60465116e+000	4.03357151e-006	-4.03311494e-006	6.06872417e-008	
2.70483005e+000	4.01957215e-006	-4.01911054e-006	6.09155500e-008	
2.80500894e+000	4.00557284e-006	-4.00510614e-006	6.11438584e-008	
2.90518784e+000	3.99231689e-006	-3.99184483e-006	6.13920976e-008	
3.00536673e+000	3.97956653e-006	-3.97908891e-006	6.16538923e-008	
3.10554562e+000	3.96681622e-006	-3.96633299e-006	6.19156870e-008	
3.20572451e+000	3.95406597e-006	-3.95357707e-006	6.21774817e-008	
3.30590340e+000	3.94148250e-006	-3.94098772e-006	6.24505515e-008	
3.40608229e+000	3.92079916e-006	-3.92029658e-006	6.27753799e-008	
3.50626118e+000	3.88858819e-006	-3.88807726e-006	6.30339254e-008	
